Country Code,City,Location,Coordinates,Pollutant,Source Name,Unit,Value,Last Updated
US,Eugene-Springfield,Springfield City Hal,"44.046683, -123.017736",PM2.5,AirNow,µg/m³,1.2,2022-09-29T23:30:00+05:30
US,New York-Northern New Jersey-Long Island,Newark Firehouse,"40.720989, -74.192894",NO2,AirNow,ppm,0.017,2022-09-26T15:30:00+05:30
US,Los Angeles-Long Beach-Santa Ana,Mission Viejo,"33.629991, -117.675875",PM2.5,AirNow,µg/m³,26.6,2022-06-17T22:30:00+05:30
US,Charlotte-Gastonia-Concord,Catawba Indian Natio,"34.91263, -80.874283",PM2.5,AirNow,µg/m³,6.0,2022-08-01T15:30:00+05:30
US,KERN,Bakersfield-Westwind,"35.377, -119.044028",NO2,AirNow,ppm,0.025,2022-06-21T02:30:00+05:30
US,Oxnard-Thousand Oaks-Ventura,Thousand Oaks - Moor,"34.21017, -118.87051",PM2.5,AirNow,µg/m³,14.0,2022-06-14T09:30:00+05:30
US,HAMILTON,Lower Price Hill,"39.10492, -84.55117",PM2.5,AirNow,µg/m³,8.1,2022-06-14T08:30:00+05:30
US,Sacramento--Arden-Arcade--Roseville,Placerville,"38.72528, -120.82192",O3,AirNow,ppm,0.049,2022-06-07T22:30:00+05:30
US,Winchester,LESTER BUILDING SYST,"39.28102, -78.08157",PM2.5,AirNow,µg/m³,5.0,2022-05-26T07:30:00+05:30
US,Dover,Dover,"39.155, -75.518056",PM2.5,AirNow,µg/m³,3.7,2022-05-25T23:30:00+05:30
US,Tuscaloosa,Duncanville Middle S,"33.095379, -87.481507",O3,AirNow,ppm,0.015,2022-05-25T19:30:00+05:30
US,WASHINGTON,Blair,"41.550658, -96.146622",PM2.5,AirNow,µg/m³,0.0,2022-05-25T18:30:00+05:30
US,Richmond,Richmond City Near R,"37.59088, -77.46925",PM2.5,AirNow,µg/m³,5.9,2022-05-25T18:30:00+05:30
US,Richmond,Richmond City Near R,"37.59088, -77.46925",PM2.5,AirNow,µg/m³,4.6,2022-05-25T14:30:00+05:30
US,San Luis Obispo-Paso Robles,SLO Roberto,"35.259473, -120.644493",PM10,AirNow,µg/m³,41.0,2022-05-25T13:30:00+05:30
US,Stockton,Stockton - Universit,"37.961578, -121.281414",PM2.5,AirNow,µg/m³,8.0,2022-05-24T22:30:00+05:30
US,DOUGLAS,TRPA Office,"38.966434, -119.931016",PM2.5,AirNow,µg/m³,9.2,2022-05-22T17:30:00+05:30
US,CHARLESTON,North Charleston F.S,"32.84, -79.96",PM2.5,AirNow,µg/m³,13.1,2022-05-20T12:30:00+05:30
US,DOUGLAS,TRPA Office,"38.966434, -119.931016",PM2.5,AirNow,µg/m³,0.2,2022-05-20T06:30:00+05:30
US,HAMILTON,White Springs Plant,"30.426029, 82.795356",SO2,AirNow,ppm,0.001,2022-05-19T01:30:00+05:30
US,GBU,EBAM 1002,"36.607711, -118.06215",PM2.5,AirNow,µg/m³,430.0,2022-04-20T22:30:00+05:30
US,Kahului-Wailuku,"Kihei, Maui","20.7808, -156.4461",PM2.5,AirNow,µg/m³,4.0,2022-03-30T22:30:00+05:30
US,Helena,LaGrande Cannon,"46.597282, -112.065026",PM2.5,AirNow,µg/m³,6.0,2022-03-22T21:30:00+05:30
US,El Paso,El Paso UTEP C12,"31.768056, -106.501111",O3,AirNow,ppm,0.002,2021-11-12T16:30:00+05:30
US,El Paso,El Paso UTEP C12,"31.768056, -106.501111",PM10,AirNow,µg/m³,25.0,2021-11-10T20:30:00+05:30
US,Rock Springs,Seedskadee,"41.905004, -109.849956",NO2,AirNow,ppm,0.002,2021-03-31T22:30:00+05:30
US,SAN LUIS OBISPO,Temporary PM2.5 Cres,"35.526644, -120.521368",PM2.5,AirNow,µg/m³,-2.0,2021-03-19T15:30:00+05:30
US,Austin-Round Rock,Hutto C6602,"30.545964, -97.542006",O3,AirNow,ppm,0.012,2020-11-16T19:30:00+05:30
US,Laramie,Laramie Mobile BAM,"41.32307, -105.61361",PM2.5,AirNow,µg/m³,1.0,2020-11-02T22:30:00+05:30
US,Omaha-Council Bluffs,24th & O,"41.208083, -95.947439",O3,AirNow,ppm,0.017,2020-11-02T20:30:00+05:30
US,CA8 - ARB,MMCA81006,"38.765817, -120.595829",PM2.5,AirNow,µg/m³,7.1,2020-03-09T22:30:00+05:30
US,CA8 - ARB,MMCA81051,"35.527328, -120.528731",PM2.5,AirNow,µg/m³,10.0,2020-02-06T06:30:00+05:30
US,CA8 - ARB,MMCA81014,"35.407305, -120.547292",PM2.5,AirNow,µg/m³,0.0,2020-02-02T16:30:00+05:30
US,CLARK,Las Vegas Paiute,"36.357778, -115.361389",PM10,AirNow,µg/m³,10.0,2020-01-13T20:30:00+05:30
US,Augusta-Waterville,Gardiner,"44.230621, -69.785004",SO2,AirNow,ppm,0.0,2020-01-06T22:30:00+05:30
US,CA8 - ARB,MMCA81008,"38.713739, -120.591195",PM2.5,AirNow,µg/m³,12.0,2019-12-12T19:30:00+05:30
US,CA8 - ARB,MMCA81010,"39.649047, -121.649573",PM2.5,AirNow,µg/m³,4.0,2019-11-06T00:30:00+05:30
US,MATANUSKA-SUSITNA,Palmer,"61.5989, -149.106216",PM2.5,AirNow,µg/m³,4.0,2019-07-25T20:30:00+05:30
US,FS1 - Forest Service,Unit0216,"39.714371, -105.123947",PM2.5,AirNow,µg/m³,4.0,2019-07-24T18:30:00+05:30
US,WAYNE,LIVONIA NEAR ROAD,"42.421494, -83.425168",NO2,AirNow,ppm,0.004,2019-06-25T09:30:00+05:30
US,New Haven-Milford,New Haven - Criscuol,"41.3011, -72.9028",CO,AirNow,ppm,0.26,2019-06-19T16:30:00+05:30
US,Santa Barbara-Santa Maria,Santa Barbara,"34.4278, -119.6903",NO2,AirNow,ppm,0.007,2017-06-19T21:30:00+05:30
US,Visalia-Porterville,Visalia - N. Church,"36.3322, -119.2903",O3,AirNow,ppm,0.009,2019-04-19T18:30:00+05:30
US,Bakersfield,Mojave - 923 Poole S,"35.0506, -118.1464",PM2.5,AirNow,µg/m³,9.0,2019-04-19T18:30:00+05:30
US,COLUSA,Colusa - Sunrise Blv,"39.2031, -122.0169",O3,AirNow,ppm,0.03,2019-04-18T22:30:00+05:30
US,Georgetown,Howard #3,"33.368916, -79.296617",PM10,AirNow,µg/m³,1.0,2019-04-03T21:30:00+05:30
US,GBU,GBUAPCD EBAM @ Bridg,"38.257484, -119.218419",PM2.5,AirNow,µg/m³,13.0,2018-09-18T22:30:00+05:30
US,051,Mobile_Newport,"48.186572, -117.049177",PM2.5,AirNow,µg/m³,10.0,2018-09-16T03:30:00+05:30
US,CA8 - ARB,MMCA81030,"38.933122, -119.972098",PM2.5,AirNow,µg/m³,13.0,2018-08-26T22:30:00+05:30
US,CA8 - ARB,MMCA81033,"38.507338, -122.471616",PM2.5,AirNow,µg/m³,14.0,2018-08-22T20:30:00+05:30
US,Lansing-East Lansing,LANSING,"42.737499, -84.536102",O3,AirNow,ppm,0.033,2018-04-11T18:30:00+05:30
US,DUVAL,SPG,"30.309197, -81.652588",CO,AirNow,ppm,0.4,2018-03-30T16:30:00+05:30
US,BALTIMORE,Hart Miller Island,"39.2572, -76.3446",O3,AirNow,ppm,0.004,2018-02-16T18:30:00+05:30
US,Wichita,K96 & Hydraulic,"37.7472, -97.3164",PM10,AirNow,µg/m³,9.0,2018-01-09T16:30:00+05:30
US,CA8 - ARB,Rincon Valley School,"38.4818405, -122.670711",PM2.5,AirNow,µg/m³,0.0,2017-12-03T18:30:00+05:30
US,GBU,GBUAPCD EBAM @ Alpin,"38.766278, -119.807625",PM2.5,AirNow,µg/m³,5.0,2017-11-21T01:30:00+05:30
US,FS1 - Forest Service,Unit1019,"36.138411, -118.61711",PM2.5,AirNow,µg/m³,0.0,2017-11-16T09:30:00+05:30
US,Cleveland,CLEVELAND,"33.7556, -90.7275",O3,AirNow,ppm,0.001,2017-11-01T16:30:00+05:30
US,Riverside-San Bernardino-Ontario,Joshua Tree NP - Cot,"33.74127, -115.82041",O3,AirNow,ppm,0.046,2017-10-19T05:30:00+05:30
US,Portland-Vancouver-Beaverton,Sherwood - Lasich Ln,"45.402446, -122.854437",O3,AirNow,ppm,0.019,2017-10-04T09:30:00+05:30
US,Los Angeles-Long Beach-Santa Ana,Costa Mesa - Mesa Ve,"33.674543, -117.925587",O3,AirNow,ppm,0.049,2017-07-01T23:30:00+05:30
US,Des Moines,Lake Ahquabi,"41.2853, -93.5839",O3,AirNow,ppm,0.024,2017-06-14T16:30:00+05:30
US,CA8 - ARB,Winters,"38.525566, -121.96794",PM2.5,AirNow,µg/m³,5.0,2016-08-08T21:30:00+05:30
US,Houston,Clinton C403/C304/AH113,"29.7337263, -95.2575931",NO2,Texas,ppm,0.0052,2016-03-07T00:30:00+05:30
US,Houston,La Porte Sylvan Beach C556,"29.6552778, -95.0097222",O3,Texas,ppm,0.052,2016-03-07T00:30:00+05:30
US,Houston,Atascocita C560,"29.961944, -95.235",O3,Texas,ppm,0.051,2016-03-07T00:30:00+05:30
US,Houston,Houston Southwest Freeway C1066,"29.7216, -95.49265",NO2,Texas,ppm,-0.0019,2016-03-06T23:30:00+05:30
XK,Hani i Elezit,Hani i Elezit,"42.153961, 21.29601",PM10,Kosovo,µg/m³,9.0,2023-05-26T03:30:00+05:30
ZA,Fezile Dabi,Bongani Mabaso Eco Park,"-26.77761, 27.837328",PM10,South Africa,µg/m³,19.438,2023-05-31T04:30:00+05:30
ZA,Bojanala Platinum,Marikana CC-NAQI,"-25.698444, 27.480111",PM10,South Africa,µg/m³,28.015,2023-05-31T04:30:00+05:30
ZA,Fezile Dabi,AJ Jacobs,"-26.822775, 27.826179",CO,South Africa,ppm,0.176,2023-05-31T04:30:00+05:30
ZA,City of Johannesburg,Diepsloot,"-25.921853, 28.018873",O3,South Africa,ppm,0.022485,2023-05-31T04:30:00+05:30
ZA,Buffalo City Metro,Gompo,"-33.014944, 27.849248",NOX,South Africa,ppm,0.009759,2023-05-31T04:30:00+05:30
ZA,Gert Sibande,Embalenhle,"-26.551427, 29.112381",SO2,South Africa,ppm,0.006962,2023-05-31T04:30:00+05:30
ZA,Nkangala,Delmas MP,"-26.140316, 28.697015",CO,South Africa,ppm,0.72,2023-05-31T04:30:00+05:30
ZA,City of Johannesburg,Orange Farm,"-26.479639, 27.867111",O3,South Africa,ppm,0.021323,2023-05-31T04:30:00+05:30
ZA,uMgungundlovu,Pietermaritzburg - CBD,"-29.602056, 30.380611",SO2,South Africa,ppm,0.0,2023-05-31T04:30:00+05:30
ZA,City of Cape Town,Goodwood-NAQI,"-33.9025, 18.565194",NO2,South Africa,ppm,0.018926,2023-05-31T04:30:00+05:30
ZA,Cape Winelands,Paarl,"-33.695278, 18.989444",SO2,South Africa,ppm,0.032119,2023-05-31T04:30:00+05:30
ZA,City of Cape Town,Somerset West,"-34.077355, 18.8318",NOX,South Africa,ppm,0.013,2023-05-31T04:30:00+05:30
ZA,Gert Sibande,Ermelo-NAQI,"-26.493348, 29.968054",O3,South Africa,ppm,0.018895,2023-05-31T02:30:00+05:30
ZA,Sedibeng,Sharpeville,"-26.689794, 27.86778",CO,South Africa,ppm,0.237,2023-05-30T21:30:00+05:30
ZA,West Coast,Saldanha IDZ,"-32.98312, 17.98497",NO2,South Africa,ppm,0.000933,2022-09-01T11:30:00+05:30
ZA,Nkangala,eMalahleni -MP Province,"-25.92225, 29.24163",NOX,South Africa,ppm,0.001507,2023-05-31T01:30:00+05:30
ZA,City of Johannesburg,Diepkloof-NAQI,"-26.250733, 27.9564167",SO2,South Africa,ppm,0.001819,2023-05-31T01:30:00+05:30
ZA,City of Johannesburg,Diepkloof-NAQI,"-26.250733, 27.9564167",NO,South Africa,ppm,0.004888,2023-05-31T01:30:00+05:30
ZA,City of Cape Town,Bothasig,"-33.858139, 18.541028",NO2,South Africa,ppm,0.006976,2023-05-30T23:30:00+05:30
ZA,Nkangala,eMalahleni - SAWS,"-25.877861, 29.186472",CO,South Africa,ppm,1.206,2023-05-30T22:30:00+05:30
ZA,Gert Sibande,Lebohang,"-26.381111, 28.918333",NO2,South Africa,ppm,0.011294,2023-05-30T21:30:00+05:30
ZA,Ngaka Modiri Molema,Lichtenburg,"-26.178767, 26.143496",O3,South Africa,ppm,0.005832,2023-02-07T02:30:00+05:30
ZA,Gert Sibande,Balfour,"-26.662851, 28.584703",O3,South Africa,ppm,0.070735,2023-05-30T18:30:00+05:30
ZA,Mopani,Phalaborwa-NAQI,"-23.931992, 31.139652",CO,South Africa,ppm,0.3,2022-11-14T13:30:00+05:30
ZA,Nelson Mandela Bay Metro,Saltworks-NAQI,"-33.763778, 25.683428",PM10,South Africa,µg/m³,10.768,2023-05-30T14:30:00+05:30
ZA,Gert Sibande,Majuba,"-27.112752, 29.800233",O3,South Africa,ppm,0.031746,2023-05-30T02:30:00+05:30
ZA,Nkangala,Kwazamokuhle,"-26.138269, 29.7389005",NO2,South Africa,ppm,0.000944,2023-05-30T02:30:00+05:30
ZA,Nkangala,Kwazamokuhle,"-26.138269, 29.7389005",NO,South Africa,ppm,-0.000469,2023-05-30T02:30:00+05:30
ZA,Sedibeng,Randwater,"-26.68674, 28.008496",NO,South Africa,ppm,0.0,2023-05-30T02:30:00+05:30
ZA,Gert Sibande,Elandsfontein-NAQI,"-26.245481, 29.417328",PM10,South Africa,µg/m³,0.0,2023-05-30T02:30:00+05:30
ZA,Namakwa,Karoo-NAQI,"-31.398641, 19.140214",SO2,South Africa,ppm,0.00121,2023-05-26T19:30:00+05:30
ZA,Fezile Dabi,Zamdela-NAQI,"-26.845083, 27.855778",SO2,South Africa,ppm,0.002069,2023-05-24T20:30:00+05:30
ZA,Alfred Nzo,Lebone,"-25.5956514035919, 27.1256297242044",SO2,South Africa,ppm,0.213173,2023-05-22T09:30:00+05:30
ZA,Alfred Nzo,Lebone,"-25.5956514035919, 27.1256297242044",PM2.5,South Africa,µg/m³,8.0,2023-05-21T19:30:00+05:30
ZA,Gert Sibande,Standerton - MP Province,"-26.964112, 29.2232",O3,South Africa,ppm,0.02771,2023-05-20T21:30:00+05:30
ZA,Dr Kenneth Kaunda,Welgegund-NAQI,"-26.5697583, 26.9393416",SO2,South Africa,ppm,0.00435,2023-05-13T22:30:00+05:30
ZA,Gert Sibande,Grootvlei - Sasol,"-26.801033, 28.495767",NO,South Africa,ppm,-9.999,2023-05-07T13:30:00+05:30
ZA,Gert Sibande,Bosjesspruit,"-26.605556, 29.210833",SO2,South Africa,ppm,0.00356,2023-04-25T17:30:00+05:30
ZA,Gert Sibande,Club-NAQI,"-26.523518, 29.189015",PM10,South Africa,µg/m³,0.0,2023-03-30T23:30:00+05:30
ZA,Alfred Nzo,Luka,"-25.5077634717075, 27.1838594119125",PM2.5,South Africa,µg/m³,68.0,2023-04-24T23:30:00+05:30
ZA,Sekhukhune,Dilokong,"-24.615222, 30.171036",NO2,South Africa,ppm,0.001695,2023-04-15T21:30:00+05:30
ZA,Sekhukhune,Dilokong,"-24.615222, 30.171036",NOX,South Africa,ppm,0.032343,2023-04-13T02:30:00+05:30
ZA,uMgungundlovu,Pietermaritzburg - CBD,"-29.602056, 30.380611",NO2,South Africa,ppm,0.0,2023-03-30T23:30:00+05:30
ZA,Sekhukhune,Dilokong,"-24.615222, 30.171036",PM10,South Africa,µg/m³,2.98,2023-03-30T23:30:00+05:30
ZA,Sekhukhune,Dilokong,"-24.615222, 30.171036",NOX,South Africa,ppm,0.000861,2023-03-30T23:30:00+05:30
ZA,Sekhukhune,Dilokong,"-24.615222, 30.171036",PM2.5,South Africa,µg/m³,2.358,2023-03-30T23:30:00+05:30
ZA,City of Tshwane,PTA West,"-25.755447, 28.146093",NO2,South Africa,ppm,0.000122,2023-03-30T22:30:00+05:30
ZA,Gert Sibande,Lebohang,"-26.381111, 28.918333",SO2,South Africa,ppm,0.002717,2023-03-30T21:30:00+05:30
ZA,Alfred Nzo,Ratanang,"-25.4835077884696, 27.1675392542411",SO2,South Africa,ppm,0.008102,2022-09-29T20:30:00+05:30
ZA,Alfred Nzo,Ratanang,"-25.4835077884696, 27.1675392542411",PM10,South Africa,µg/m³,33.0,2022-08-04T08:30:00+05:30
ZA,Nkangala,Masakhane,"-25.97255, 29.313231",O3,South Africa,ppm,0.000653,2022-07-13T02:30:00+05:30
ZA,Buffalo City Metro,Gompo,"-33.014944, 27.849248",PM2.5,South Africa,µg/m³,236.467,2022-07-05T12:30:00+05:30
ZA,City of Tshwane,ISAWS Laboratory,"-25.911128, 28.210444",PM2.5,South Africa,µg/m³,29.279,2022-06-13T13:30:00+05:30
ZA,City of Tshwane,ISAWS Laboratory,"-25.911128, 28.210444",SO2,South Africa,ppm,0.009308,2022-06-13T02:30:00+05:30
ZA,City of Tshwane,ISAWS Laboratory,"-25.911128, 28.210444",NO2,South Africa,ppm,0.002566,2022-06-12T15:30:00+05:30
ZA,Capricorn,Capricorn,"-23.884413, 29.405415",SO2,South Africa,ppm,0.031231,2022-05-26T00:30:00+05:30
ZA,Capricorn,Capricorn,"-23.884413, 29.405415",PM10,South Africa,µg/m³,19.682,2022-05-26T00:30:00+05:30
ZA,Sekhukhune,Steelpoort,"-24.731501, 30.134383",NO2,South Africa,ppm,-0.027955,2022-05-12T10:30:00+05:30
ZA,City of Cape Town,Bothasig,"-33.858139, 18.541028",NO2,South Africa,ppm,0.003761,2021-10-20T12:30:00+05:30
ZA,West Rand,Randfontein,"-26.234889, 27.698639",SO2,South Africa,ppm,0.0,2021-11-09T12:30:00+05:30
ZA,Nelson Mandela Bay Metro,Uitenhage,"-33.763778, 25.417306",NO2,South Africa,ppm,0.00661,2022-03-02T12:30:00+05:30
ZA,Waterberg,Marapong,"-23.656028, 27.627997",O3,South Africa,ppm,0.023242,2021-08-16T02:30:00+05:30
US,Merced,Merced-M St,"37.30833, -120.480361",PM10,AirNow,µg/m³,44.0,2023-05-31T04:30:00+05:30
US,BALTIMORE (CITY),Lake Montebello,"39.33746, -76.58905",NOX,AirNow,ppm,0.0055,2023-05-31T04:30:00+05:30
US,Pittsburgh,Avalon,"40.499789, -80.071347",PM2.5,AirNow,µg/m³,11.7,2023-05-31T04:30:00+05:30
US,CLAY,ASHLAND,"33.2811, -85.8022",PM2.5,AirNow,µg/m³,17.6,2023-05-31T04:30:00+05:30
US,New Castle,Mechanicsburg,"40.009544, -85.52347",PM2.5,AirNow,µg/m³,7.0,2023-05-31T04:30:00+05:30
US,BUTLER,BPG,"39.478686, -84.397112",PM2.5,AirNow,µg/m³,8.0,2023-05-31T04:30:00+05:30
US,Detroit-Warren-Livonia,ALLEN PARK,"42.2283, -83.2092",PM2.5,AirNow,µg/m³,6.3,2023-05-31T01:30:00+05:30
US,Cadillac,HOUGHTON LAKE,"44.3106, -84.891899",O3,AirNow,ppm,0.065,2023-05-31T01:30:00+05:30
US,Bay City,BAY CITY,"43.5714, -83.8908",PM2.5,AirNow,µg/m³,13.9,2023-05-31T01:30:00+05:30
US,New York-Northern New Jersey-Long Island,Bayonne,"40.67025, -74.126083",SO2,AirNow,ppm,0.0,2023-05-31T01:30:00+05:30
US,Albany,Albany,"31.5767, -84.1002",PM2.5,AirNow,µg/m³,7.7,2023-05-31T01:30:00+05:30
US,Visalia-Porterville,Visalia - W Ashland,"36.30815, -119.3129",NO,AirNow,ppm,0.0007,2023-05-31T01:30:00+05:30
US,TUCKER,Parsons,"39.0905, -79.6617",O3,AirNow,ppm,0.04,2023-05-31T00:30:00+05:30
US,Washington-Arlington-Alexandria,Beltsville,"39.0284, -76.8172",SO2,AirNow,ppm,0.0,2017-05-26T09:30:00+05:30
US,Tallahassee,St. Marks Wildlife R,"30.0842, -84.1617",CO,AirNow,ppm,0.7,2023-05-24T23:30:00+05:30
US,St. Marys,Kane Exp. Forest,"41.598, -78.7674",O3,AirNow,ppm,0.056,2023-05-30T23:30:00+05:30
US,St. Louis,Blair Street,"38.656449, -90.198548",PM10,AirNow,µg/m³,26.0,2023-05-30T23:30:00+05:30
US,Harrison,DEER,"35.8325, -93.2192",O3,AirNow,ppm,0.05,2023-05-30T22:30:00+05:30
US,St. Louis,Blair Street,"38.656449, -90.198548",PM2.5,AirNow,µg/m³,17.6,2023-05-30T22:30:00+05:30
US,Cheyenne,Laramie County Mobil,"41.08536, -104.52277",PM10,AirNow,µg/m³,25.0,2023-05-30T20:30:00+05:30
US,Riverton,Riverton Mobile,"43.02421, -108.3637",O3,AirNow,ppm,0.039,2023-05-30T20:30:00+05:30
US,Casper,Casper Gaseous,"42.82231, -106.36501",NO,AirNow,ppm,0.0015,2023-05-30T20:30:00+05:30
US,Rock Springs,Wamsutter,"41.6778, -108.0242",NO2,AirNow,ppm,0.001,2023-05-30T20:30:00+05:30
US,Rock Springs,Wamsutter,"41.6778, -108.0242",PM10,AirNow,µg/m³,9.0,2023-05-30T20:30:00+05:30
CA,ONTARIO,Sudbury,"46.491941, -81.003105",SO2,AirNow,ppm,0.0,2024-03-25T12:30:00+05:30
CA,ONTARIO,Toronto East,"43.747917, -79.274056",PM2.5,AirNow,µg/m³,2.0,2024-03-25T07:30:00+05:30
CA,ONTARIO,North Bay,"46.323194, -79.449278",NOX,AirNow,ppm,0.002,2023-07-19T20:30:00+05:30
CA,ONTARIO,Hamilton West,"43.25, -79.9",NO2,AirNow,ppm,0.003,2023-07-17T21:30:00+05:30
CH,Canton du Valais,NET-CH010A,"46.13899999946364, 7.148329999999999",NO2,EEA Switzerland,µg/m³,2.7448,2024-03-11T17:30:00+05:30
CH,OSTLUFT,NET-CH015A,"47.39519999946513, 8.526079999999999",PM10,EEA Switzerland,µg/m³,30.8784,2024-03-06T16:30:00+05:30
CH,OSTLUFT,NET-CH015A,"47.39519999946513, 8.526079999999999",O3,EEA Switzerland,µg/m³,27.9419,2024-03-06T16:30:00+05:30
CL,Concón,Concón,"-32.924568, -71.515399",PM2.5,Chile - SINCA,µg/m³,20.0,2024-03-01T12:30:00+05:30
CL,Quilpué,Quilpue Gimnasio,"-33.047630211689, -71.438813209534",PM10,Chile - SINCA,µg/m³,37.0,2024-03-01T11:30:00+05:30
CL,Freirina,SM7,"-28.497964596656, -71.096081461655",SO2,Chile - SINCA,µg/m³,15.62,2024-03-01T11:30:00+05:30
CL,Pudahuel,Pudahuel,"-33.437811379126, -70.750171233135",PM2.5,Chile - SINCA,µg/m³,21.0,2024-03-01T11:30:00+05:30
CL,Copiapó,Copiapo Sivica,"-27.370329154948, -70.323906678352",PM10,Chile - SINCA,µg/m³,39.0,2024-03-01T00:30:00+05:30
CL,Puente Alto,Puente Alto,"-33.591390623022, -70.594788",PM10,Chile - SINCA,µg/m³,70.0,2024-03-01T00:30:00+05:30
CL,Coquimbo,La Serena,"-29.933006518748, -71.261966365967",PM2.5,Chile - SINCA,µg/m³,13.0,2024-03-01T00:30:00+05:30
CL,Talca,Universidad de Talca,"-35.406582744695, -71.633396474869",NO2,Chile - SINCA,µg/m³,0.0,2017-06-28T20:30:00+05:30
CN,N.T.,Tuen Mun,"22.391111111111112, 113.97666666666667",O3,Hong Kong,µg/m³,43.5,2024-03-02T13:30:00+05:30
CN,New Territories,Tsuen Wan,"22.371666666666666, 114.11444444444443",NO2,Hong Kong,µg/m³,40.5,2024-03-02T13:30:00+05:30
CN,Hong Kong,Southern,"22.247430000000005, 114.16015",NO2,Hong Kong,µg/m³,58.4,2024-03-02T13:30:00+05:30
CO,Medellin,MED-UDEM - Universidad de Medellin,"6.2301841, -75.6099625",O3,Medellin,ppm,0.0256,2024-03-11T09:30:00+05:30
CO,Caldas,CAL-JOAR - Caldas - E U Joaquín Aristizabal,"6.0930777, -75.637764",PM2.5,Medellin,µg/m³,24.489,2024-03-11T09:30:00+05:30
CO,Itagüí,ITA-CONC - Itagüí - I.E. Concejo Municipal de Itagüí,"6.1684971, -75.6443558",PM10,Medellin,µg/m³,29.0,2024-03-11T09:30:00+05:30
CY,National Network for Ambient Air Quality Monitoring in Cyprus,NET-CY001A,"35.03802199999999, 33.057789",PM2.5,EEA Cyprus,µg/m³,5.016596,2024-03-11T10:30:00+05:30
CY,Ζύγι - Βιομηχανικός Σταθμός,Zygi - Industrial Station,"34.7294444, 33.33749999999998",CO,Republic of Cyprus Department of Labor Inspection,µg/m³,34330.65,2023-09-20T10:30:00+05:30
CY,Παραλίμνι - Κυκλοφοριακός Σταθμός,Paralimni - Traffic Station,"35.04569276191925, 33.977734884655774",PM10,Republic of Cyprus Department of Labor Inspection,µg/m³,13.51218,2024-03-11T10:30:00+05:30
CZ,Martina Strakova,NET.DE_SN,"50.731477999999996, 13.75145",NO2,EEA Germany,µg/m³,4.874,2024-03-10T12:30:00+05:30
CZ,National automated monitoring network (SIS),NET-CZ001A,"50.645278930664055, 13.851249694824219",PM2.5,EEA Czech Republic,µg/m³,17.1,2024-03-10T11:30:00+05:30
CZ,National automated monitoring network (SIS),NET-CZ001A,"49.76861572265624, 13.423380851745605",PM2.5,EEA Czech Republic,µg/m³,13.9,2024-03-10T11:30:00+05:30
CZ,National automated monitoring network (SIS),NET-CZ001A,"49.76861572265624, 13.423380851745605",O3,EEA Czech Republic,µg/m³,31.7,2024-03-10T11:30:00+05:30
CZ,National automated monitoring network (SIS),NET-CZ001A,"50.75510025024413, 15.06996726989746",SO2,EEA Czech Republic,µg/m³,2.9,2024-03-10T11:30:00+05:30
CZ,National automated monitoring network (SIS),NET-CZ001A,"49.79603958129882, 18.247180938720703",PM2.5,EEA Czech Republic,µg/m³,9.7,2024-03-10T11:30:00+05:30
CZ,National automated monitoring network (SIS),NET-CZ001A,"50.42758941650391, 13.130143165588379",SO2,EEA Czech Republic,µg/m³,6.1,2024-03-10T11:30:00+05:30
CZ,Municipal Monitoring Network,NET-CZMMN,"49.216087341308594, 16.61383628845215",O3,EEA Czech Republic,µg/m³,67.8,2024-03-10T11:30:00+05:30
CZ,National automated monitoring network (SIS),NET-CZ001A,"49.722000122070305, 13.618537902832031",PM10,EEA Czech Republic,µg/m³,21.8,2024-03-10T11:30:00+05:30
DE,Susanne Schmid,NET.DE_BY,"48.137252, 11.564924",NO,EEA Germany,µg/m³,8.84,2024-03-10T12:30:00+05:30
DE,Lena Schümann,NET.DE_BE,"52.463611, 13.31825",PM10,EEA Germany,µg/m³,36.0,2024-03-10T12:30:00+05:30
DE,Andreas Hainsch,NET.DE_NI,"53.524179999999994, 9.68503",NO,EEA Germany,µg/m³,0.982407,2024-03-10T12:30:00+05:30
DE,Andreas Hainsch,NET.DE_NI,"52.829429999999995, 9.62295",PM10,EEA Germany,µg/m³,32.203499,2024-03-10T12:30:00+05:30
DE,Hannes Brauer,NET.DE_BB,"52.53950399999998, 13.048778999999998",PM10,EEA Germany,µg/m³,31.0,2024-03-10T12:30:00+05:30
DE,Hannes Brauer,NET.DE_BB,"52.40138999999999, 13.060159999999998",SO2,EEA Germany,µg/m³,2.0,2024-03-10T12:30:00+05:30
DE,Hannes Brauer,NET.DE_BB,"52.40138999999999, 13.060159999999998",O3,EEA Germany,µg/m³,44.0,2024-03-10T12:30:00+05:30
DE,Lena Schümann,NET.DE_BE,"52.64416899999999, 13.483079",NO2,EEA Germany,µg/m³,5.05,2024-03-10T12:30:00+05:30
DE,Tina zur Heiden,NET.DE_BW,"48.8982, 9.19373",NO,EEA Germany,µg/m³,9.6,2024-03-10T12:30:00+05:30
DE,Tina zur Heiden,NET.DE_BW,"48.8982, 9.19373",NO2,EEA Germany,µg/m³,25.351,2024-03-10T12:30:00+05:30
DE,Margit von Döhren,NET.DE_RP,"49.84122099999999, 7.866222",NO,EEA Germany,µg/m³,0.99760002,2024-03-10T12:30:00+05:30
DE,Dr. Barbara Mathieu-Üffing,NET.DE_SH,"54.34761, 10.105600000000003",NO2,EEA Germany,µg/m³,5.706,2024-03-10T12:30:00+05:30
